body,statusLabel,cropped,instance,type,size,name
15094366,,,,,22393,
15099314,,,,,42709,
15101016,,,,,1477,
15100293,,,,,1330,
15029785,,,,,226,
15096274,,,,,4681,
15174644,,,,,507,
15346975,,,,,2388,
15175595,,,,,11137,
15349993,,,,,1403,
15281496,,,,,1353,
15282589,0.5assign,,,,905,
15352705,,,,,1399,
15413347,,,,,9357,
15106136,Orphan,,Others-orphan,,95949,
15284372,,,,,1799,
15347026,,,,,2076,
15346452,,,,,18973,
15350192,,,,,69371,
15345667,,,,,1480,
15350323,,,,,5063,
15278308,,,,,3441,
15277299,,,,,7443,
15409795,,,,,3503,
15450131,,,,,32,
15281795,,,,,5457,
15413098,,,,,3733,
15411073,,,,,14149,
15414168,,,,,1221,
15347485,,,,,1315,
15348389,,,,,1643,
15278998,,,,,2752,
15280519,,,,,1442,
15284140,,,,,4208,
15282454,,,,,2152,
15411197,,,,,24656,
15471052,,,,,546,
15576512,,,,,6740,
15577485,,,,,1840,
15471430,,,,,1840,
15468832,,,,,3890,
15468480,,,,,3872,
15577440,,,,,684,
15518550,,,,,14147,
15519963,,,,,2232,
15520468,,,,,6737,
15522870,,,,,4393,
15520100,,,,,8734,
15519743,,,,,387,
15517719,,,,,825,
15518365,,,,,3046,
15518126,,,,,6544,
15518717,,,,,2470,
15516970,,,,,804,
15516168,,,,,9491,
14959759,,,,,3883,
14961984,,,,,1721,
14960908,,,,,1540,
14923101,,,,,1538,
14959672,,,,,3445,
14959345,,,,,27655,
14960283,,,,,177316,
14956401,,,,,35802,
14962588,,,,,4507,
14925232,,,,,48164,
14962410,,,,,661,
14922984,,,,,2183,
14961027,,,,,2176,
14924933,,,,,4413,
14962017,,,,,2815,
14925390,,,,,1593,
14963388,,,,,9248,
14964346,,,,,5094,
14959279,,,,,1036,
15234308,,,,,4933,
15235307,,,,,10735,
15041489,,,,,3996,
15106917,,,,,1210,
15101192,,,,,4332,
15105727,,,,,4628,
15103386,,,,,1650,
15179835,,,,,3844,
15105362,,,,,9520,
15105601,,,,,2740,
15180245,,,,,4603,
15179839,,,,,8294,
15101380,,,,,1483,
15103157,,,,,12914,
15182832,,,,,1758,
15182327,,,,,2311,
15236105,,,,,876,
15105388,,,,,1136,
15105885,,,,,190992,
15103560,,,,,3372,
15104702,,,,,2000,
15037160,,,,,3012,
15036875,,,,,6737,
15188031,,,,,591,
15181543,,,,,1845,
15182219,,,,,1022,
15101979,,,,,35878,
15066823,,,,,973,
15103194,,,,,1330,
15038668,,,,,3314,
15107656,,,,,1092,
15107665,,,,,14939,
15100311,,,,,52844,
15102935,,,,,8758,
15102555,,,,,14353,
15103606,,,,,1435,
15183711,,,,,1729,
15093727,,,,,30677,
15106388,,,,,12034,
15107124,,,,,66752,
15039825,,,,,1048,
15039146,,,,,3841,
15110016,,,,,659,
15106263,,,,,14585,
15102167,,,,,8314,
15102951,,,,,1728,
15039427,,,,,1874,
15066822,,,,,7,
15187485,,,,,2360,
15186081,,,,,2088,
15187343,,,,,1263,
15187968,,,,,1849,
200013205,,,,,17451,
15100887,,,,,514,
15102582,,,,,6992,
15353811,,,,,6398,
15356278,,,,,2613,
15355710,,,,,24169,
15416030,,,,,8734,
15291174,,,,,1860,
15419589,,,,,3289,
15354407,,,,,2155,
15285427,,,,,1095,
15289341,,,,,4289,
15354559,,,,,50618,
15358616,,,,,9715,
15358031,,,,,3338,
15419540,,,,,5312,
15355328,,,,,2349,
15288827,,,,,6960,
15288751,,,,,23824,
15450132,,,,,9,
15414846,,,,,17811,
15472160,,,,,2643,
15474177,,,,,690,
15472088,,,,,13544,
15526567,,,,,2115,
15528434,,,,,3042,
15282447,Roughly traced,,PAM-11-C,PAM-11,5878544,
15528079,,,,,1280,
15529169,,,,,1572,
15583039,,,,,3879,
15475118,,,,,1543,
15474543,,,,,25665,
15583991,,,,,1975,
15582568,,,,,38158,
15474886,,,,,25126,
15583824,,,,,3647,
15581732,,,,,890,
15581539,,,,,1447,
15474745,,,,,1448,
15511404,,,,,87548,
15527639,,,,,452,
15521814,,,,,20232,
15523696,,,,,1502,
14997960,,,,,1331,
14965482,,,,,2364,
14969058,,,,,1821,
14969818,,,,,2421,
14928797,,,,,6165,
14906769,,,,,1511,
14927281,,,,,966,
14906866,,,,,1226,
14926540,,,,,2210,
14927134,,,,,19762,
14965139,,,,,6400,
14969375,,,,,2065,
14968437,,,,,8874,
15108175,,,,,6651,
15239369,,,,,2020,
15196386,,,,,919,
14967483,,,,,1094,
15118111,,,,,5325,
15116850,,,,,14450,
15110482,,,,,22063,
15192666,,,,,1934,
15042254,,,,,3684,
15191023,,,,,5769,
15046544,,,,,4050,
15242075,,,,,2388,
15043047,,,,,1770,
15111773,,,,,4053,
15113476,,,,,3170,
15117001,,,,,5769,
15194513,,,,,3404,
15115472,,,,,8015,
15066824,,,,,46,
15239145,,,,,2396,
15043319,,,,,2072,
15189855,,,,,652,
15118336,,,,,2863,
15114038,,,,,2880,
15188651,,,,,6139,
15186167,,,,,39711,
15039730,,,,,31986,
15111920,,,,,8274,
15108799,,,,,4324,
15188777,,,,,566,
15188285,,,,,1671,
15045067,,,,,1547,
15111429,,,,,2723,
15111431,,,,,1055,
15190722,,,,,2227,
15041480,,,,,3815,
15109762,,,,,1154081,
15292505,,,,,1703,
15186485,,,,,2335,
15116208,,,,,2556,
200015130,,,,,13004,
15194620,,,,,1792,
15046633,,,,,3692,
15295708,,,,,1015,
15423154,,,,,492,
15424127,,,,,2416,
15191564,,,,,25537,
15391540,,,,,8,
15293361,,,,,12510,
15297262,,,,,2020,
15428421,,,,,1078,
15426190,,,,,2883,
15427756,,,,,1854,
15295728,,,,,2458,
15362410,,,,,7791,
15424886,,,,,748,
15298117,,,,,8915,
15391537,,,,,9,
15363629,,,,,17863,
15365742,,,,,1988,
15363274,,,,,2859,
15363023,,,,,1282,
15366526,,,,,1252,
15364477,,,,,1364,
15363659,,,,,29122,
15292680,,,,,1170,
15361523,0.5assign,,,,10135,
15294169,,,,,2120,
15297674,,,,,3054,
15301204,,,,,544,
15293063,,,,,1064,
15292721,,,,,23687,
15532337,,,,,2659,
15585060,,,,,1815,
15587758,,,,,609,
15585311,,,,,1899,
15584550,,,,,1721,
15491203,,,,,2597,
15320618,0.5assign,,,,1275918,
15477457,,,,,14651,
15491204,,,,,5,
15538295,,,,,1688,
15539348,,,,,3711,
15538672,,,,,77167,
15537585,,,,,5215,
15533567,,,,,1288,
15539068,,,,,1185,
15537265,,,,,21588,
15477480,,,,,1517,
14973839,,,,,20121,
14970436,,,,,1099,
14970664,,,,,1285,
14970666,,,,,1276,
14972763,,,,,3283,
14930433,,,,,1239,
14929165,,,,,9232,
14930443,,,,,4820,
14930295,,,,,4386,
14932082,,,,,1627,
14975521,,,,,1821,
14972284,,,,,11986,
15244812,,,,,955,
15126316,,,,,3497,
15245721,,,,,5533,
15204098,,,,,1765,
15201057,,,,,3921,
15111968,,,,,31991,
15124694,,,,,1328,
15123795,,,,,458,
15196814,,,,,16978,
15197781,,,,,2532,
15243906,,,,,2351,
15053682,,,,,1376,
15200837,,,,,2987,
15199625,,,,,1159,
15200251,,,,,12767,
15200532,,,,,3188,
15222019,,,,,9,
15222020,,,,,27,
15191343,,,,,16057,
15122438,,,,,4569,
15125017,,,,,3082,
15222022,,,,,6,
15200690,,,,,2239,
15050961,,,,,1711,
15126403,,,,,2215,
15198845,,,,,45919,
15246229,,,,,1838,
15118861,,,,,1049,
15052812,,,,,2573,
15053409,,,,,3279,
15202172,,,,,7752,
15053514,,,,,720,
15123322,,,,,12125,
15120916,,,,,2815,
15051811,,,,,1931,
15050762,,,,,14094,
15049971,,,,,1705,
15198254,,,,,5640,
15202063,,,,,1951,
15370060,,,,,734,
15307062,,,,,1165,
15306177,,,,,6672,
15306447,,,,,1947,
15054445,,,,,2256,
15371968,,,,,6149,
15202621,,,,,13077,
15371296,,,,,3803,
15371195,,,,,11388,
15368142,,,,,5821,
15375838,,,,,1049,
15450137,,,,,36,
15431610,,,,,48425,
15433996,,,,,1771,
15304078,,,,,892,
15369182,,,,,10003,
15368404,,,,,1631,
15369319,,,,,1523,
15370972,,,,,3407,
15322547,,,,,26,
15322546,,,,,14,
15298429,,,,,86395,
15432098,,,,,2551,
15303855,,,,,988,
15300199,,,,,949,
15300202,,,,,7108,
15303981,,,,,292,
15435345,,,,,17422,
15431551,,,,,3261,
15307778,,,,,1347,
15430317,,,,,808,
15303315,,,,,1755,
15371029,,,,,16269,
15367975,,,,,867,
15306262,,,,,3357,
15303756,,,,,2153,
15539716,,,,,29502,
15547267,,,,,3500,
15544123,,,,,4348,
15544751,,,,,884,
15545356,,,,,4012,
15546343,,,,,3765,
15541070,,,,,1145,
15544437,,,,,1452,
15545274,,,,,1925,
15001392,,,,,652,
14982334,,,,,2224,
14979076,,,,,1529,
14976771,,,,,2313,
14934495,,,,,2940,
14931424,,,,,88740,
14976158,,,,,4338,
14977862,,,,,2521,
14910781,,,,,1056,
14910647,,,,,970,
14910466,,,,,1990,
14976309,,,,,7555,
15055825,,,,,4463,
15056345,,,,,3575,
14936790,0.5assign,,,,247402,
15133897,,,,,4439,
15211822,,,,,1395,
15131789,,,,,2120,
15131900,,,,,1696,
15132785,,,,,4251,
15207030,,,,,584,
15206571,,,,,2958,
15059506,,,,,2849,
15127860,,,,,2009,
15059736,,,,,1577,
15212764,,,,,2618,
15060126,,,,,382,
15213219,,,,,919,
15213775,,,,,2338,
15211064,,,,,307,
15212634,,,,,687,
15128201,,,,,543,
15144456,,,,,8,
15209430,,,,,2286,
15058914,,,,,1455,
15132277,,,,,8550,
15209921,,,,,8700,
15249908,,,,,2486,
15249849,,,,,3145,
15250601,,,,,46650,
15130363,,,,,2238,
15135114,,,,,2570,
15144459,,,,,10,
15206347,,,,,2032,
15136754,,,,,1073,
15208614,,,,,1189,
15207146,,,,,18087,
15058766,,,,,380,
15057671,,,,,9708,
15058951,,,,,1680,
15133326,,,,,1837,
15132884,,,,,447,
15379632,,,,,671,
15127500,,,,,12543,
15382508,,,,,461,
15381811,,,,,787,
15383553,,,,,3871,
15450138,,,,,2427,
15437862,,,,,931,
15391547,,,,,11,
15314539,,,,,3073,
15438356,,,,,12751,
15377555,,,,,59051,
15380073,,,,,1350,
15385943,,,,,2882,
15381348,,,,,8172,
15433247,,,,,19346,
15439398,,,,,3242,
15440163,,,,,14498,
15313909,,,,,2796,
15313166,,,,,2172,
15376312,,,,,26598,
15438789,,,,,1604,
15439169,,,,,3187,
15437804,,,,,11887,
15378757,,,,,3391,
15440280,,,,,1713,
15381770,,,,,17240,
15377477,,,,,4831,
15310300,,,,,13275,
15314175,,,,,2071,
15380498,,,,,8299,
15380133,,,,,40927,
15314186,,,,,24432,
15380779,,,,,2220,
15379594,,,,,2671,
15309719,,,,,1667,
15310573,,,,,612,
15384151,,,,,2044,
15437953,,,,,37136,
15487066,,,,,1871,
17159714,,,,,47822,
15553403,,,,,1334,
15553117,,,,,7827,
15594225,,,,,1482,
15551074,,,,,404,
15592428,,,,,2963,
15552881,,,,,4545,
15554463,,,,,5163,
15553792,,,,,13208,
15486448,,,,,756,
15595510,,,,,1419,
15554144,,,,,8025,
15555470,,,,,1511,
15486411,,,,,933,
15486876,,,,,2159,
14982528,,,,,1508,
15785440,,,,,714,
14983872,,,,,1804,
14985169,,,,,44861,
14985180,,,,,1904,
14986464,,,,,1765,
14913224,,,,,1920,
14982603,,,,,998,
15670454,,,,,1591,
15670011,,,,,6473,
15670895,,,,,2422,
15138530,0.5assign,,,,1497,
15137728,,,,,2246,
15214979,,,,,4510,
15217820,,,,,41000,
14985665,,,,,7038,
15141790,,,,,32949,
15140358,,,,,6315,
15220419,,,,,2269,
15061849,,,,,1753,
15252761,,,,,1488,
15060918,,,,,2660,
15138572,Roughly traced,,PAM-11-I,PAM-11,3948049,
15216558,,,,,305,
15992465,,,,,16,
15996124,,,,,331,
15252022,,,,,4104,
15252299,,,,,792,
15869096,,,,,4080,
15868642,,,,,621,
15142717,,,,,2000,
15204881,,,,,64280,
15218290,,,,,1521,
15061985,,,,,944,
15061611,,,,,23247,
15061390,,,,,8286,
15144460,,,,,37,
15139263,,,,,1564,
15139258,,,,,4618,
15062998,,,,,3370,
15137830,,,,,821,
15218903,,,,,3255,
15997213,,,,,1921,
15218158,,,,,14084,
15384997,,,,,5433,
15387308,,,,,829,
15385141,,,,,4312,
15316196,,,,,19236,
15385282,,,,,7751,
15447044,,,,,2178,
15923007,,,,,4692,
15442737,,,,,34442,
15444956,,,,,24195,
15315973,,,,,2069,
15318459,,,,,25702,
15317882,,,,,2315,
15388304,,,,,1101,
15386526,,,,,20998,
15388166,,,,,2217,
15445791,,,,,9622,
15316334,,,,,22235,
15387873,,,,,2242,
15388664,,,,,8896,
15388084,,,,,3669,
15318610,,,,,14152,
15386431,,,,,10640,
15388571,,,,,1226,
15320236,,,,,6490,
16124109,,,,,2821,
15447330,,,,,12430,
16245413,,,,,4452,
15320003,,,,,3023,
15386720,,,,,5487,
15389026,,,,,2706,
15447115,,,,,21971,
16174111,,,,,1010,
15447659,,,,,2212,
16175248,0.5assign,,,,80937,
15315562,0.5assign,,,,142768,
15444803,,,,,7854,
15447932,,,,,1801,
16125681,,,,,1766,
15320384,,,,,802,
16133148,Orphan,,Others-orphan,,146255,
16244255,,,,,16884,
15556056,,,,,533,
15555012,,,,,2190,
15596730,,,,,26906,
15597201,,,,,3195,
16176671,,,,,1509,
16176435,,,,,2438,
16243286,,,,,867,
16124621,,,,,13164,
16124071,,,,,1318,
15490044,,,,,7965,
15559258,,,,,4248,
15557632,,,,,41765,
15598083,,,,,31960,
16354991,,,,,2859,
15556418,,,,,1462,
16409679,,,,,8750,
15558944,,,,,40271,
16354285,,,,,4775,
15724210,,,,,1916,
15724669,,,,,2971,
15674390,,,,,2435,
15672794,,,,,1260,
15674017,,,,,2846,
15672517,,,,,1109,
15724852,,,,,2059,
15724859,,,,,5326,
15726224,,,,,620,
15723198,,,,,3787,
15724989,,,,,2262,
15672463,,,,,2106,
15671857,,,,,15583,
15788439,,,,,2095,
15724995,,,,,67495,
15874056,,,,,2110,
15926143,,,,,3536,
15875572,,,,,6943,
16001444,,,,,1325,
16002708,,,,,5249,
16001158,,,,,13625,
15925809,,,,,49106,
16002495,,,,,2014,
16072746,,,,,1641,
15873724,,,,,1335,
15992468,,,,,48,
15876662,,,,,1183,
15931309,,,,,6753,
15931440,,,,,5853,
16007145,,,,,1672,
15925853,,,,,38427,
15999287,,,,,20647,
15928607,,,,,822,
16004776,,,,,2468,
16006053,,,,,5977,
16007681,,,,,3082,
15925031,,,,,1404,
15932076,,,,,573,
15932558,,,,,1273,
15932661,,,,,1560,
15931363,,,,,2339,
15872483,,,,,3456,
15925159,,,,,1560,
15871485,,,,,19840,
15873598,,,,,899,
16073520,,,,,1211,
15873503,,,,,3523,
16126571,,,,,70020,
16178827,,,,,545,
16183302,,,,,3484,
16176263,,,,,37805,
16247157,,,,,2606,
16251761,,,,,366,
16247620,,,,,43625,
16251981,,,,,973,
15318354,Roughly traced,,Others-a1-2,,1629662,
16247372,,,,,2247,
16248730,0.5assign,,,,171984,
16248524,,,,,978,
16131324,,,,,1779,
16254048,,,,,684,
16179911,,,,,996,
16181817,,,,,680,
16250795,,,,,2626,
16182674,,,,,788,
16182173,,,,,869,
16183074,,,,,1180,
16179376,,,,,1818,
16177975,,,,,54591,
16181844,,,,,2714,
16182193,,,,,1242,
16253498,,,,,1667,
16128557,,,,,2171,
16307310,,,,,15,
16250155,,,,,20133,
16249442,,,,,2546,
16129098,,,,,1330,
16180070,,,,,49050,
16181355,,,,,1397,
16247750,,,,,28247,
16182594,,,,,2689,
16182475,,,,,1165,
16176948,,,,,4264,
16178307,,,,,541,
16179409,,,,,3893,
16176791,,,,,33484,
16179531,,,,,835,
16247683,,,,,4397,
16360987,0.5assign,,,,84572,
16129460,,,,,45174,
16358736,,,,,2772,
16360337,,,,,23302,
16359232,,,,,3012,
16331599,,,,,7704,
16328949,,,,,19639,
16329338,,,,,1381,
16359814,,,,,12713,
16361618,,,,,4660,
16358753,,,,,1003,
16330180,,,,,4446,
16330915,,,,,2705,
16329358,,,,,2092,
16331444,,,,,1185,
16360920,,,,,762,
16329308,,,,,26593,
15629768,,,,,48703,
15727357,,,,,8674,
15805165,,,,,2362,
15728009,,,,,1707,
15721485,,,,,56770,
15728981,,,,,1531,
15730909,,,,,4884,
15732787,,,,,49824,
15732424,,,,,3307,
15731775,,,,,1042,
15803207,,,,,1061,
15654091,,,,,2679,
15730529,,,,,5817,
15731900,,,,,282,
15679444,,,,,1620,
15733796,,,,,1375,
16014329,,,,,2340,
15882246,,,,,1811,
15882164,,,,,1241,
16009217,,,,,14286,
15681238,Orphan,,Others-orphan,,50897,
16014611,,,,,1173,
16015856,,,,,570,
15937905,,,,,1236,
15655511,,,,,877517,
16010379,,,,,17367,
15938151,,,,,1025,
15932522,,,,,43737,
16079161,,,,,1644,
15938652,,,,,4082,
16014113,,,,,3312,
16014235,,,,,2856,
16013464,,,,,1194,
16014634,,,,,19801,
15936011,,,,,1189,
16010928,,,,,267,
16076836,,,,,1370,
15933635,,,,,3308,
15933528,,,,,1896,
15880324,,,,,6686,
16010809,,,,,4463,
16008483,,,,,1650,
16012018,,,,,3253,
16008151,,,,,2925,
16008332,,,,,2336,
16076351,,,,,1900,
16077705,,,,,878,
16017415,,,,,3418,
16079247,,,,,921,
15917439,,,,,4,
15933022,,,,,630,
15878350,,,,,5996,
15917440,,,,,2209,
16012962,,,,,2800,
15935681,,,,,596,
16015950,,,,,4077,
16170569,,,,,19,
15934464,,,,,2506,
16012398,,,,,9327,
16257461,,,,,3466,
16009180,,,,,16543,
16182510,,,,,51179,
16187772,,,,,5003,
16189413,,,,,2935,
16258329,,,,,1006,
16186186,,,,,49923,
16252173,,,,,31871,
16255113,,,,,4065,
16256567,,,,,1100,
16189547,,,,,2944,
16190739,,,,,4224,
16190060,,,,,2644,
16253817,,,,,21614,
16254720,,,,,1536,
16188235,,,,,2077,
16137208,,,,,1446,
16191993,,,,,2536,
16240077,,,,,32,
16259732,,,,,539,
16190887,,,,,1459,
16260612,,,,,7573,
16260741,,,,,5307,
16258176,,,,,1103,
16187872,,,,,1964,
16185031,,,,,3930,
16307312,,,,,6,
16185299,,,,,1311,
16188306,,,,,24064,
16193027,,,,,2889,
16190558,,,,,4493,
16257739,,,,,918,
16307314,,,,,235,
16436404,,,,,12,
16368546,,,,,14110,
16370751,,,,,1554,
16364544,,,,,3758,
16367218,,,,,389,
16363524,,,,,22164,
16364178,,,,,5799,
16368204,,,,,1886,
16367320,,,,,1633,
16367535,,,,,3913,
16369667,,,,,1617,
16408393,,,,,6,
16367139,,,,,12659,
16370948,,,,,42403,
16414090,,,,,2294,
16413807,,,,,2170,
16367050,,,,,2389,
16368372,,,,,8141,
15741780,,,,,3689,
15739492,,,,,13020,
15805077,,,,,49700,
15809740,Roughly traced,,PAM-11-O,PAM-11,2524418,
15810248,,,,,4688,
15679814,,,,,16206,
15681052,,,,,2745,
15741304,,,,,3894,
15682348,Orphan,,Others-orphan,,45420,
15682286,,,,,1818,
15740559,,,,,630,
15741195,,,,,4444,
15655369,,,,,1844,
15734766,,,,,2600,
15735257,,,,,1186,
15679837,,,,,23038,
15678874,,,,,16904,
15680583,,,,,1910,
15734402,,,,,1682,
15741638,,,,,1393,
15811685,,,,,2840,
15882766,,,,,29973,
15944530,,,,,2138,
15944394,,,,,1244,
16016942,,,,,3085,
15887252,,,,,2832,
15887599,,,,,38971,
15941820,,,,,3186,
16017342,,,,,2811,
16022387,,,,,14040,
15886397,,,,,12529,
15946523,,,,,4969,
16015878,,,,,1273,
15946146,,,,,1658,
15944782,,,,,19965,
15940928,,,,,2748,
15886492,,,,,2579,
15886605,,,,,8628,
16082834,,,,,10020,
16083388,,,,,1617,
15941438,,,,,1506,
15940937,,,,,2044,
16016857,,,,,1047,
16082838,,,,,1572,
16017656,,,,,3409,
15886713,,,,,1615,
15886160,,,,,2225,
15941607,,,,,2058,
15939777,,,,,17162,
15941604,,,,,2866,
16082417,,,,,11537,
16082357,,,,,1583,
16019640,,,,,9552,
16083561,,,,,3952,
15887968,,,,,816,
16084198,,,,,1586,
15887104,,,,,1151,
15882226,,,,,1712,
16012694,,,,,16190,
16018373,Roughly traced,,Others,,2902261,
16012972,,,,,13104,
16016489,,,,,1689,
15942654,,,,,3766,
16200255,,,,,1471,
15945959,,,,,38855,
16196948,,,,,4691,
16198264,,,,,708,
16198769,,,,,1454,
16137206,,,,,14597,
16261834,,,,,439,
16259246,,,,,17423,
16307318,,,,,6,
16264076,,,,,5837,
16138450,,,,,1758,
16307316,,,,,5,
16264554,,,,,7353,
16268745,,,,,331,
16267024,,,,,4082,
16266895,,,,,22346,
16191994,,,,,1645,
16138168,,,,,1824,
16138163,,,,,3195,
16191995,,,,,6861,
16140396,,,,,679,
16198403,,,,,5463,
16198549,,,,,1241,
16982046,,,,,780325,
16136847,,,,,44089,
16142570,,,,,1251,
16197146,,,,,9234,
16141091,,,,,16576,
16140078,,,,,1436,
16137857,,,,,17212,
16197373,,,,,50421,
16138870,,,,,3814,
16192264,,,,,700,
16192899,,,,,418,
16193690,,,,,5702,
16195644,,,,,2394,
16141435,,,,,1364,
16141848,,,,,3616,
16141757,,,,,2792,
16265410,,,,,2179,
16193435,,,,,3384,
16191508,,,,,14138,
16200109,,,,,1020,
16372333,,,,,688,
16374698,,,,,1094,
16369420,,,,,34868,
16339327,,,,,27819,
16376344,,,,,1340,
16408398,,,,,6,
16373708,,,,,2250,
16375707,,,,,630,
15744639,,,,,5681,
15810309,,,,,50782,
15810318,,,,,6025,
15813721,,,,,24446,
15749567,,,,,1645,
15815590,,,,,2885,
15742251,,,,,3479,
15817884,,,,,1686,
15818931,,,,,4017,
15813893,,,,,3671,
15817422,,,,,52296,
15684868,,,,,1974,
15686013,,,,,1755,
15813924,,,,,1223,
15682737,,,,,15121,
15684257,,,,,10625,
15742411,,,,,814,
15816585,,,,,1084,
15818836,,,,,1053,
15818170,,,,,1909,
15742960,,,,,594,
15684669,,,,,7272,
15743820,,,,,37529,
15742860,,,,,15588,
15687361,,,,,2559,
15687825,,,,,2080,
15656429,,,,,997,
16025598,,,,,15103,
16087413,,,,,3644,
15953467,,,,,36324,
15955581,,,,,1024,
16031248,,,,,1433,
16027508,,,,,1712,
16086037,,,,,1129,
15954757,,,,,3290,
15952687,,,,,2823,
15949500,,,,,351,
15949263,,,,,5508,
16087765,,,,,7210,
16087360,,,,,2673,
15956337,,,,,3454,
16089771,,,,,12663,
15759322,Orphan,,Others-orphan,,198960,
16028981,,,,,24189,
15954922,,,,,1606,
16089882,,,,,421,
15952707,,,,,1975,
15954175,,,,,2767,
15952985,,,,,22602,
15951477,,,,,171751,
15992475,,,,,10,
16087615,,,,,2958,
15950595,,,,,1426,
16087169,,,,,79557,
15953403,,,,,3802,
16090096,,,,,1168,
16089528,,,,,490,
16024782,,,,,1516,
16087714,,,,,9730,
16086380,,,,,9665,
16025330,,,,,1383,
16091272,,,,,1813,
15953835,,,,,2020,
15959977,,,,,80798,
16088417,,,,,2643,
15957431,,,,,2958,
15948298,,,,,1933,
16139754,,,,,97212,
16143566,,,,,43519,
16200476,,,,,2054,
16202597,,,,,2582,
16170574,,,,,16,
15957928,,,,,28955,
16270531,,,,,1385,
16268509,,,,,2639,
16266890,,,,,7399,
16268365,,,,,1846,
16267438,,,,,53460,
16207698,,,,,810,
16269662,,,,,28998,
16272550,,,,,1907,
16275698,,,,,3155,
16311407,,,,,512,
16204902,,,,,28679,
16205041,,,,,1245,
16170572,,,,,12,
16269808,,,,,5209,
16144198,,,,,2171,
16200643,,,,,4400,
16197163,,,,,61742,
16240078,,,,,27,
16202888,,,,,61246,
16203984,,,,,5320,
16204207,,,,,2255,
16205078,,,,,7979,
16274262,,,,,4717,
16273796,,,,,767,
16204118,,,,,6770,
16143163,,,,,8318,
16201989,,,,,1018,
16201622,,,,,3247,
16202236,,,,,1794,
16203606,,,,,616,
16205763,,,,,10719,
16200468,,,,,34232,
16201543,,,,,21374,
16343152,,,,,1230,
16384971,,,,,8251,
16381830,,,,,79,
16342238,,,,,2206,
16340916,,,,,11922,
16382594,,,,,1620,
16339970,,,,,1217,
16379641,,,,,6745,
16379771,,,,,16671,
16379869,,,,,48437,
16339770,,,,,1057,
16339503,,,,,2636,
16418578,,,,,1815,
16385334,,,,,929,
16381599,,,,,3686,
16379110,,,,,1196,
16379879,,,,,1187,
16381618,,,,,707,
16342358,,,,,6265,
16383913,,,,,2193,
16383586,,,,,1453,
16384331,,,,,6384,
16384707,,,,,18285,
16378057,,,,,25209,
16383848,,,,,1166,
16385369,,,,,1027,
16385172,,,,,1703,
16382965,,,,,1591,
16384841,,,,,1199,
15616294,,,,,1125,
15631368,,,,,31370,
15755278,,,,,3222,
15750425,,,,,5921,
15827057,,,,,2022,
15828152,,,,,1967,
15825840,,,,,3031,
15690127,,,,,567,
15745925,,,,,291250,
15755427,,,,,3886,
15750915,,,,,17326,
15749374,,,,,3360,
15750601,,,,,1149,
15823020,,,,,1598,
15832059,Roughly traced,,PAM-11-M,PAM-11,3015478,
15690635,,,,,2695,
15690148,,,,,1752,
15744708,,,,,188987,
15820638,,,,,21195,
15823513,,,,,9945,
15822494,,,,,2253,
15692542,,,,,1158,
15687728,,,,,96569,
15692915,,,,,4126,
15754686,,,,,13120,
15658406,,,,,5764,
15691059,,,,,1666,
15691726,,,,,109950,
15827842,,,,,2770,
15824615,,,,,1203,
15692290,,,,,1831,
15692172,,,,,667,
15691987,,,,,11971,
15691241,,,,,1387,
15658081,,,,,3500,
15658741,,,,,765,
15752931,,,,,19924,
15753167,,,,,2018,
15659569,,,,,4296,
15659895,,,,,3992,
15693330,,,,,13188,
15693751,,,,,910,
15692089,0.5assign,,,,121333,
16033487,,,,,1823,
15749964,,,,,19408,
16033883,,,,,1344,
15958750,,,,,11479,
15958896,,,,,1268,
15756622,,,,,3219,
15658755,Leaves,TRUE,Others-a1-3,,4483077,
15964710,,,,,1556,
15965268,,,,,10945,
15895113,,,,,4282,
15957975,,,,,8939,
16036607,,,,,672,
15896147,,,,,14142,
15898819,,,,,7141,
16041266,,,,,1335,
15958963,,,,,2139,
15958817,,,,,13970,
15958147,,,,,1288,
15964046,,,,,1081,
16033155,,,,,249,
16030241,,,,,24535,
15964907,,,,,45609,
15964773,,,,,458,
15959784,,,,,1668,
15959664,,,,,2810,
16093890,,,,,726,
16093447,,,,,912,
15963856,,,,,2373,
15962577,,,,,2601,
15962023,,,,,4250,
15961737,,,,,2858,
15962986,,,,,17682,
15963440,,,,,2973,
15962598,,,,,3182,
16240088,,,,,14,
16039470,Roughly traced,,Others-a1-5,,1664807,
16097847,,,,,93608,
16307325,,,,,9,
16213037,,,,,37421,
16314182,,,,,40482,
16313438,,,,,10691,
16240082,,,,,25,
16210739,,,,,2760,
16210149,,,,,870,
16275706,,,,,17199,
16277887,,,,,461,
16211550,,,,,1882,
16282251,,,,,41774,
16313934,,,,,6504,
16314023,,,,,2201,
16277045,,,,,1404,
16313089,,,,,7176,
16143596,,,,,235835,
16148790,,,,,3576,
16273293,,,,,12381,
16153076,,,,,15872,
16214686,,,,,1728,
16313713,,,,,6346,
16151743,,,,,8774,
16151563,,,,,1546,
16283438,,,,,13121,
16152110,,,,,2944,
16152440,,,,,1629,
16153102,,,,,404,
16278859,,,,,20264,
16208893,,,,,5395,
16209584,,,,,1413,
16147804,,,,,3573,
16150775,,,,,1200,
16211357,,,,,7919,
16313360,,,,,1806,
16207161,,,,,29188,
16313151,,,,,26416,
16212362,,,,,19625,
16213608,,,,,1389,
16277585,,,,,24042,
