body,statusLabel,cropped,instance,type,size,name
11059360,Orphan,,Others-orphan,,51769,
10843598,,,,,2791,
11230823,,,,,8771,
11300820,,,,,13123,
11300671,,,,,11282,
11301932,,,,,91431,
11302459,,,,,23411,
11213433,,,,,75430,
11236672,,,,,3587,
11231951,,,,,1082,
11155132,,,,,20034,
10537150,,,,,6415,
10652164,,,,,2813,
10736648,,,,,28482,
10788679,,,,,5284,
10576463,,,,,3600,
10725985,,,,,7701,
10757732,,,,,4,
10788758,,,,,1747,
10847805,Orphan,,Others-orphan,,49111,
11000963,,,,,4996,
10851072,,,,,82,
11004510,0.5assign,,,,1321,
11005242,,,,,1224,
11069391,,,,,5638,
11069751,,,,,24923,
11073663,,,,,2692,
11303075,Orphan,,Others-orphan,,32268,
11242051,,,,,964,
11303318,,,,,16357,
11308592,Orphan,,Others-orphan,,37214,
200000245,,,,,2626,
11169828,,,,,110742,
10736490,Orphan,,Others-orphan,,104702,
10661983,,,,,637868,
10662958,,,,,1268,
200000170,,,,,414,
10659274,,,,,12835,
10733931,,,,,2299,
10792829,,,,,19466,
11010861,,,,,2576,
10852395,,,,,14184,
11075747,,,,,1584,
11075453,,,,,5801,
11076426,,,,,827,
10855350,,,,,119452,
10858897,,,,,24061,
10860061,,,,,4059,
10860568,,,,,4718,
10859998,,,,,4059,
10938458,,,,,4161,
10933557,,,,,3646,
11074337,,,,,9482,
11309356,,,,,15517,
11246920,Orphan,,Others-orphan,,68320,
11173151,,,,,2975,
11250824,,,,,879,
10541210,,,,,18995,
10547005,,,,,42192,
10524103,Orphan,,Others-orphan,,73556,
10585510,,,,,2282332,
10523114,,,,,144176,
10667125,,,,,28669,
10594794,,,,,3845,
10745707,Orphan,,Others-orphan,,35194,
10797027,,,,,15722,
10591503,,,,,3751,
10747796,Roughly traced,,Irrelevant,,762336,
11081319,,,,,22293,
11083451,,,,,25555,
10866882,,,,,3709,
11027178,Orphan,,Others-orphan,,35071,
11015181,,,,,568,
10941197,,,,,1529,
11085564,,,,,2884,
10869235,,,,,2259,
10861580,Roughly traced,,KC-any,KC-any,9105425,
11085729,,,,,13703,
11185440,,,,,594,
11180888,,,,,948,
11257390,,,,,3756,
10546393,,,,,18956,
11443244,,,,,507,
10802155,,,,,10199,
11789978,,,,,3379,
11866463,,,,,317,
10872157,,,,,2137,
10954273,,,,,10621,
11792633,,,,,8080,
11090399,,,,,3952,
10875352,,,,,42018,
200000251,,,,,25512,
11988029,,,,,1658,
11266901,,,,,4375,
11360254,,,,,246372,
10524596,,,,,47011,
84063596,,,,,5866,
84064857,,,,,3385,
10545230,,,,,38256,
11531934,,,,,14322,
11455145,,,,,97621,
11603799,,,,,2522,
84707853,,,,,24701,
11452813,Orphan,,Others-orphan,,17580,
11409658,,,,,2016,
11446539,,,,,7306,
11446734,,,,,1371,
11609656,,,,,1710,
11872014,,,,,9052,
11871167,,,,,2033,
13044147,,,,,5844888,
11872916,,,,,4117,
11873586,,,,,1255,
11091115,,,,,24019,
11795545,,,,,3235,
11876099,,,,,6203,
11796178,,,,,3303,
11797000,,,,,31012,
11720752,,,,,2251,
11792666,,,,,10335,
11799353,,,,,8471,
11872849,Orphan,,Others-orphan,,38273,
11871148,,,,,9750,
11966412,,,,,25897,
12065216,,,,,2474,
12068334,,,,,8773,
11987381,Orphan,,Others-orphan,,33098,
12136843,,,,,9354,
11994055,,,,,1468,
11997478,,,,,2462,
12067714,,,,,24255,
12024458,Roughly traced,,Irrelevant,,15135975,
11460018,Orphan,,Others-orphan,,41469,
11614596,,,,,46526,
84709484,,,,,671,
11535019,,,,,2142,
11459756,,,,,1758,
200000370,,,,,222,
11611583,,,,,12831,
11548268,Orphan,,Others-orphan,,24116,
11805969,,,,,13268,
11810677,,,,,2047,
11804834,,,,,4811,
11800643,,,,,12766,
11942037,,,,,11794,
11884733,,,,,2962,
12073171,,,,,15244,
12075535,,,,,1715,
12070551,,,,,6818,
12077362,,,,,3964,
12007109,,,,,12910,
12143737,,,,,4758,
12073913,,,,,2035,
12000013,,,,,3899,
12000963,,,,,5815,
12001503,,,,,15351,
12004155,,,,,1318,
12079599,,,,,1303,
11998438,,,,,1719,
12072852,,,,,4424,
12075208,,,,,26465,
12005297,,,,,1083,
11365141,,,,,14279,
11346932,,,,,26508,
11366150,Orphan,,Others-orphan,,6416,
11468563,,,,,3419,
11468196,,,,,8791,
11546019,,,,,38127,
11545010,,,,,1126,
11546952,,,,,14465,
11549269,Orphan,,Others-orphan,,11882,
11617894,,,,,10370,
11549272,,,,,7409,
11419128,,,,,6605,
11622142,,,,,8672,
11544072,,,,,11123,
11889756,,,,,2617,
11891355,,,,,1919,
11941203,,,,,41865,
11891225,,,,,1151,
11808017,,,,,21244,
11815222,,,,,1016,
11820001,,,,,3557,
11774934,Orphan,,Others-orphan,,113200,
11890528,,,,,5985,
11815307,,,,,9859,
11892545,,,,,2671,
11893037,,,,,1595,
200003094,,,,,5506,
12007380,,,,,759,
12083876,,,,,846,
12144966,,,,,27922,
12013459,,,,,2634,
12008445,,,,,2477,
11390132,,,,,3400,
11348615,,,,,5417,
11347813,Orphan,,Others-orphan,,256155,
11477527,,,,,3182,
11391879,,,,,4681,
11418827,,,,,16195,
11626467,Orphan,,Others-orphan,,50471,
8676185,Leaves,TRUE,KC-alpha prime,,30696294,
11517113,,,,,2307,
11421515,,,,,6772,
11421302,,,,,12637,
11950095,Orphan,,Others-orphan,,8250,
11828627,,,,,1541,
11829242,,,,,7172,
11895225,,,,,2138,
11894967,,,,,17126,
11828113,Orphan,,Others-orphan,,15466,
11897470,,,,,17825,
11898526,,,,,1060,
11898391,,,,,5568,
11898960,Orphan,,Others-orphan,,127532,
11899243,,,,,1661,
11897468,,,,,3479,
12150885,,,,,14397,
11904421,Orphan,,Others-orphan,,29369,
11749203,Orphan,,Others-orphan,,21569,
12022323,Orphan,,Others-orphan,,38143,
12011062,Orphan,,Others-orphan,,39532,
12054599,,,,,16,
12022518,,,,,405,
12019137,,,,,3872,
200000267,,,,,513,
11372832,,,,,20085,
11560382,,,,,9321,
11566529,,,,,3193,
11645511,,,,,82704,
400644404,,,,,4347,
11830716,,,,,8228,
11910924,,,,,243,
11908759,,,,,10500,
11906106,,,,,525,
11830188,,,,,887,
11903780,,,,,2592,
11905144,Orphan,,Others-orphan,,52136,
11904102,,,,,387,
11832082,,,,,4439,
11757625,Orphan,,Others-orphan,,78876,
11755579,,,,,15080,
11881738,Roughly traced,,Irrelevant,,3351047,
12023662,Orphan,,Others-orphan,,22676,
12098812,,,,,1239,
11910479,,,,,43270,
12156218,Orphan,,Others-orphan,,18822,
11488822,Orphan,,Others-orphan,,27934,
11572698,,,,,4676,
11494460,,,,,16970,
11493030,,,,,15915,
11430002,,,,,5376,
11429532,,,,,21285,
11918011,,,,,7086,
11909027,,,,,9665,
11911619,,,,,3311,
11920149,,,,,2033,
11913160,,,,,1456,
11913031,,,,,2393,
11916572,,,,,11154,
11785345,,,,,7,
12039223,,,,,6685,
12108815,,,,,2722,
200011254,,,,,21521,
12040451,,,,,7306,
12039811,,,,,26989,
200014778,,,,,14821,
12037753,,,,,4662,
11376416,,,,,18534,
11379992,,,,,10351,
11399732,,,,,11299,
11355158,,,,,20599,
11580498,,,,,18121,
11579344,,,,,5950,
11501516,,,,,2138,
11658427,,,,,14874,
11580857,,,,,13639,
11580176,,,,,13012,
11660242,,,,,5105,
11653830,,,,,1192,
11921969,,,,,5127,
11958865,,,,,7034,
11923987,,,,,1434,
11852099,,,,,1441,
11852440,,,,,379,
11705922,,,,,4504,
11849716,,,,,14688,
11924159,,,,,12757,
11924515,,,,,1453,
11777914,,,,,1610,
11773630,,,,,22880,
11925699,,,,,23006,
12044925,,,,,6331,
12120917,,,,,2495,
11382689,,,,,1128,
11404500,Orphan,,Others-orphan,,11041,
200000390,,,,,639,
11431930,,,,,197356,
200014371,,,,,3665,
12563131,,,,,696,
200000391,,,,,3489,
11701841,,,,,299066,
11928367,,,,,1558,
11857309,,,,,1268,
11930355,,,,,2473,
12634274,,,,,1829,
11930215,,,,,2375,
200002611,,,,,1546,
200015281,Roughly traced,,Irrelevant,,24642375,
200000952,,,,,2298,
11930868,,,,,1435,
11930398,,,,,3287,
11929153,,,,,1510,
12861288,,,,,9173,
11778173,,,,,24786,
11928606,,,,,7063,
12790052,,,,,2146,
12125484,,,,,3806,
12862023,,,,,1699,
12044406,,,,,49741,
12862804,,,,,446,
12050399,,,,,15339,
12049694,,,,,6579,
12126381,,,,,3078,
12121200,,,,,29566,
12861843,,,,,4028,
12862065,,,,,3215,
12123505,,,,,6355,
12219906,,,,,13344,
12416668,,,,,8120,
12412568,,,,,1121,
12414775,,,,,3190,
12567145,,,,,3221,
12411936,,,,,14684,
12565638,,,,,8426,
12569250,,,,,666,
12630140,,,,,13,
12534817,,,,,19724,
12639885,,,,,4623,
200014372,,,,,7250,
12566166,,,,,3474,
12643377,,,,,1785,
12795754,,,,,417,
12766729,,,,,39198,
12864749,,,,,291,
12794789,,,,,16419,
12867847,,,,,3289,
12866868,,,,,2360,
12795379,,,,,90673,
12866749,,,,,1912,
12867282,,,,,1638,
12870339,,,,,1228,
12870087,,,,,7507,
12872876,,,,,6191,
12871177,,,,,316,
12798298,,,,,857,
12253991,,,,,4034,
12206865,,,,,25635,
12206869,,,,,7574,
12351568,,,,,8590,
12349043,,,,,8001,
12349759,,,,,2826,
12298102,,,,,2415,
12488313,,,,,33466,
12493192,,,,,7882,
12418102,,,,,9120,
12352235,,,,,4104,
12350711,,,,,3525,
11661141,Orphan,,Others-orphan,,157795,
12420024,,,,,12111,
12717084,,,,,9314,
12649930,,,,,17670,
12647263,,,,,2006,
12716722,Orphan,,Others-orphan,,19642,
12711646,,,,,30238,
12648805,,,,,9908,
12577647,,,,,13419,
12649782,,,,,1842,
12648158,Orphan,,Others-orphan,,24108,
12717597,,,,,7149,
12932114,,,,,922,
12791026,,,,,21209,
12806004,,,,,1204,
12876717,,,,,1138,
12878696,,,,,1538,
12870912,,,,,12955,
12875198,,,,,2890,
12876500,Orphan,,Others-orphan,,27235,
12876756,,,,,1417,
12878243,,,,,1126,
12875725,,,,,342,
12874954,,,,,4521,
12223792,,,,,31656,
12207710,,,,,2076,
12497783,,,,,5987,
12578812,,,,,8657,
12584920,,,,,9717,
12699266,,,,,13,
12542056,,,,,2591,
12588608,,,,,3500,
12578589,,,,,24850,
12585490,,,,,520,
12724243,,,,,5344,
12727534,,,,,3218,
12661411,Orphan,,Others-orphan,,9361,
12810163,,,,,4658,
12884451,,,,,8531,
12884897,,,,,2266,
12883555,,,,,1777,
12883821,,,,,1755,
12888030,Orphan,,Others-orphan,,37098,
12884511,,,,,2386,
12886335,,,,,1304,
12886210,,,,,2310,
13501986,Roughly traced,,Others,,20148772,
12257333,,,,,27823,
12226825,,,,,3280,
12227374,,,,,27095,
12262020,,,,,15555,
12261414,,,,,17277,
12258878,,,,,12095,
12226305,Orphan,,Others-orphan,,259820,
12207036,Roughly traced,,Others,,357627,
12501985,,,,,1595,
12436709,,,,,13821,
12441140,,,,,2008,
12435060,,,,,2813,
12370428,,,,,4190,
12596307,,,,,1984,
12596190,,,,,1185,
200015371,,,,,5541,
12661211,,,,,2325,
12667901,,,,,1365,
12630142,,,,,8,
12592768,,,,,1647,
12894789,,,,,2427,
12820125,,,,,2634,
12891058,,,,,1323,
15028843,,,,,8488153,
12262548,,,,,7034,
12261712,,,,,3474,
12262218,,,,,4944,
12258715,,,,,18477,
400640644,,,,,4275,
12207900,Orphan,,Others-orphan,,72342,
12209364,Orphan,,Others-orphan,,19891,
12231316,,,,,1326,
12209056,,,,,8924,
8675281,Roughly traced,,KC-alpha prime,,25203675,
12209555,,,,,1853,
12446163,,,,,2016,
12450341,,,,,4176,
12375601,,,,,19990,
12505660,,,,,12198,
12450385,,,,,6159,
12313995,,,,,5702,
12310600,,,,,2492,
12509513,,,,,2392,
12375816,,,,,1633,
12372272,,,,,5078,
12600678,,,,,1215,
12603470,,,,,3502,
12675104,,,,,42203,
12778129,,,,,36719,
12827975,Orphan,,Others-orphan,,20349,
12900707,,,,,1013,
12899933,,,,,1953,
12828657,,,,,5489,
12900935,,,,,1908,
12900053,,,,,2850,
12236756,Orphan,,Others-orphan,,99308,
12271618,,,,,5055,
12272235,,,,,17483,
12232561,Orphan,,Others-orphan,,188217,
12209746,Leaves,TRUE,Others-alpha prime,,1956177,
12246330,,,,,3,
12212242,,,,,24415,
12234965,,,,,7621,
12514845,,,,,8082,
12450935,,,,,10817,
12510570,,,,,22125,
12380549,,,,,1730,
12382389,,,,,1289,
12518020,0.5assign,,,,1767,
12456255,,,,,3032,
12513473,,,,,2146,
12457685,,,,,10539,
12608613,,,,,16147,
12607498,,,,,9946,
12613426,,,,,2682,
12548418,,,,,23564,
12608385,,,,,11251,
12515558,,,,,182727,
92002542,,,,,9105,
12608390,,,,,3801,
13237292,,,,,412984,
12550726,,,,,7332,
12607242,,,,,1982,
12611763,,,,,1681,
12906882,,,,,7083,
12909358,,,,,2378,
12903280,Orphan,,Others-orphan,,12462,
12904544,,,,,17801,
12906782,Orphan,,Others-orphan,,39115,
12906684,,,,,3276,
12908380,,,,,2878,
12908778,,,,,4215,
12275718,,,,,4215,
12237402,,,,,71720,
12275260,Orphan,,Others-orphan,,14911,
12274870,,,,,15175,
12270168,,,,,20013,
12519850,,,,,4429,
12465891,Orphan,,Others-orphan,,58086,
12620566,0.5assign,,,,4222,
12750343,,,,,10724,
12688641,,,,,2284,
12689041,,,,,1338,
12688929,,,,,1498,
12686484,,,,,2526,
12915388,,,,,2522,
12844629,,,,,368,
12915042,,,,,3166,
12914222,,,,,958,
12917023,,,,,2560,
12911415,,,,,3002,
12913121,,,,,1421,
12913762,,,,,2373,
12916594,,,,,2005,
12916946,,,,,837,
12845163,,,,,2780,
12915912,,,,,4040,
12290000,Leaves,TRUE,Irrelevant,,1372102,
12243849,,,,,5224,
12215465,,,,,1769,
12470610,,,,,2255,
12471159,,,,,791,
13371235,,,,,539,
13377034,,,,,53415,
12694636,,,,,26689,
12696185,,,,,810,
13463173,,,,,7,
13374742,,,,,1265,
12755705,,,,,110107,
12693646,Orphan,,Others-orphan,,10903,
12694850,,,,,1293,
12757531,,,,,2912,
12758514,,,,,2323,
12759034,,,,,898,
13550864,,,,,624,
200000969,,,,,10494,
12755738,,,,,3757,
13551870,,,,,785,
13551614,,,,,2688,
12919453,,,,,2410,
12852616,,,,,484,
12784377,,,,,4637,
12920073,,,,,5714,
12920366,,,,,3085,
13049438,,,,,467,
12215839,,,,,20748,
12215849,,,,,7448,
13110860,,,,,6531,
13048340,,,,,1928,
13050693,,,,,1458,
13052333,,,,,1579,
13051334,,,,,1480,
13050483,,,,,521,
13052655,,,,,2528,
13178095,,,,,8570,
13175131,,,,,10736,
13237040,,,,,53766,
13258812,,,,,24881,
13468406,,,,,1782,
13467026,,,,,1730,
13560283,,,,,4502,
13560278,,,,,3363,
13559094,,,,,2627,
13558138,,,,,1943,
13560286,,,,,1390,
13560004,,,,,951,
13555504,,,,,21973,
13556835,,,,,2124,
13558342,,,,,2991,
13557483,,,,,4672,
13558755,,,,,1069,
99940965,,,,,6997,
99941787,,,,,24535,
99262499,,,,,18293,
96619510,0.5assign,,,,40975696,
99946753,,,,,594,
99944933,,,,,3249,
99945427,,,,,2355,
99944631,,,,,7575,
99947523,,,,,3337,
99943810,,,,,8783,
13625296,,,,,6748,
13504472,,,,,530205,
13625330,,,,,3594,
13624251,,,,,26838,
99945451,,,,,3889,
99941252,,,,,19525,
99946318,,,,,1833,
99945457,,,,,1799,
99946780,,,,,1347,
99941525,,,,,25070,
13001958,,,,,13858,
13002092,,,,,21067,
13001774,,,,,10794,
13056614,,,,,1892,
13057766,,,,,1540,
13056819,,,,,7589,
13057783,,,,,2669,
13059181,,,,,3369,
13185892,Orphan,,Others-orphan,,54436,
13185676,,,,,15092,
13183795,,,,,17441,
13184864,,,,,13659,
13183516,,,,,8440,
13385930,,,,,35143,
13390940,,,,,2467,
200013071,,,,,13755,
13387504,,,,,2977,
13324351,,,,,2847,
13387530,,,,,1891,
13468893,,,,,2058,
13570384,,,,,1738,
13500529,,,,,9858,
13565465,,,,,3307,
13563616,,,,,643,
99949086,,,,,5087,
97617344,,,,,1427,
97616791,,,,,11580,
13062974,,,,,1229,
13188977,Orphan,,Others-orphan,,6927,
13062488,,,,,2062,
13065557,,,,,1210,
13064906,,,,,3694,
13333636,,,,,1952,
13393839,,,,,11927,
13390292,,,,,22414,
13377404,Orphan,,Others-orphan,,81993,
13274710,,,,,1517,
13396134,,,,,4133,
13305391,,,,,9,
200012342,,,,,8658,
13447788,,,,,25769,
13327417,,,,,1287,
13572612,,,,,19735,
13575776,,,,,2235,
13574761,,,,,1087,
13572053,Orphan,,Others-orphan,,15730,
13579942,,,,,289,
13578595,,,,,2753,
13579420,,,,,2774,
13507793,,,,,1936,
13576240,,,,,3307,
97638117,,,,,1441167,
97650203,,,,,3266,
97648969,,,,,41146,
8884620,Roughly traced,,Others-alpha prime,,61169491,
10546000,Roughly traced,,Others-alpha prime,,23375886,
13008193,,,,,1029,
12982778,,,,,2734,
13036596,,,,,2630,
13012445,Orphan,,Others-orphan,,33989,
13197478,,,,,5296,
13068980,,,,,871,
13070300,,,,,4152,
13064990,,,,,3311,
13129562,,,,,20584,
13071227,,,,,4261,
13065892,,,,,1436,
13065990,,,,,529,
13068336,,,,,800,
13066086,,,,,911,
13403265,,,,,18240,
13406872,,,,,2200,
13370970,,,,,15,
13406620,Orphan,,Others-orphan,,10971,
13279269,Orphan,,Others-orphan,,20821,
13475456,,,,,974,
13516725,,,,,4161,
13581618,,,,,1714,
13584203,,,,,269,
13586046,,,,,2526,
13580992,,,,,5117,
13586847,,,,,277,
13516935,Orphan,,Others-orphan,,28674,
200000979,,,,,525025,
97652120,,,,,15012,
13071653,,,,,4742,
13078518,,,,,764,
13209065,,,,,2425,
13073350,,,,,3753,
13075991,,,,,2176,
13076922,,,,,1877,
13072721,,,,,2602,
13209093,,,,,5244,
13073382,,,,,2126,
13073253,,,,,2404,
13416260,,,,,10940,
13455406,,,,,278,
13415344,,,,,2352,
13411810,,,,,2457,
13410047,,,,,3845,
13345273,,,,,891,
13522415,,,,,6906,
13589772,,,,,3651,
13590400,,,,,3038,
13591776,,,,,1275,
13590401,,,,,2022,
13591786,,,,,4716,
13593346,,,,,568,
13589348,,,,,2181,
13523367,,,,,2553,
13590044,,,,,2547,
13039479,Orphan,,Others-orphan,,36032,
13081393,,,,,1976,
13082958,,,,,841,
13083620,,,,,2984,
13079498,,,,,3758,
13080530,,,,,6718,
13080023,,,,,2240,
13085082,,,,,1270,
13218961,,,,,1807,
13083638,,,,,3436,
13082639,,,,,2789,
13214413,,,,,12548,
13150372,Orphan,,Others-orphan,,47181,
13148704,,,,,8686,
13083767,,,,,1456,
13151078,,,,,659,
13297958,Orphan,,Others-orphan,,30130,
13419265,,,,,2323,
13415204,,,,,1122,
13416144,,,,,1628,
13419271,,,,,896,
13419101,,,,,2264,
13292901,,,,,5022,
200000950,,,,,1131,
13413303,,,,,7226,
13420920,,,,,8532,
13419481,,,,,502,
13602990,,,,,2308,
13602914,,,,,1244,
13596797,,,,,3579,
13597352,,,,,6731,
13598436,,,,,2364,
13598835,,,,,27583,
13534749,,,,,4540,
13535688,,,,,1372,
13534133,,,,,1310,
13600199,,,,,1399,
13597019,,,,,3852,
13597017,,,,,1723,
13533671,,,,,4671,
13532591,Orphan,,Others-orphan,,17712,
13527983,,,,,19188,
13025581,,,,,2546,
13219771,,,,,21736,
3338684,Traced,FALSE,MBON-07-A,MBON-07,81753696,
13087509,,,,,1175,
13089179,,,,,1947,
13089592,,,,,1707,
13159283,,,,,1593,
13092748,,,,,4907,
13087978,,,,,2386,
13088009,,,,,1076,
13088817,,,,,1809,
13092203,,,,,3023,
13424717,,,,,1271,
13423448,,,,,2451,
13421988,,,,,18651,
13431790,,,,,3040,
13423385,,,,,19853,
13427377,,,,,1148,
13428961,,,,,2938,
13541353,,,,,2961,
13428481,,,,,2651,
13606960,,,,,2851,
13603966,,,,,1608,
13605676,,,,,5207,
13607384,,,,,1898,
13607024,,,,,1601,
13535506,,,,,5276,
13603994,,,,,14223,
13603903,,,,,4109,
13604829,,,,,376,
200003075,,,,,15824,
200011288,,,,,7449,
3878341,Traced,FALSE,MBON-07-B,MBON-07,75190209,
13780668,Roughly traced,,Irrelevant,,1481028,
13093124,,,,,1539,
13994573,,,,,313,
13093967,,,,,9050,
200014415,,,,,930,
13302804,,,,,2690,
200000956,,,,,4005,
200001352,,,,,3381,
13367205,Orphan,,Others-orphan,,34188,
13542613,,,,,992,
13608951,,,,,4530,
13545163,,,,,1902,
14078462,,,,,5093,
14148032,,,,,2199,
14148040,,,,,2273,
13610453,,,,,5583,
13544320,,,,,32552,
13611069,,,,,3011,
13610049,,,,,5224,
13653441,,,,,1234,
13022423,,,,,118169,
13813458,,,,,630,
13815520,,,,,23257,
13809431,,,,,4554,
13748894,,,,,2019,
13687551,,,,,23340,
200002390,,,,,3750,
13936635,,,,,2920,
13999313,,,,,2358,
14086938,,,,,3961,
14048509,,,,,3736,
14147884,,,,,5620,
14082255,,,,,20983,
14150905,Orphan,,Others-orphan,,1754,
14149133,,,,,1247,
14150924,,,,,3598,
14206205,,,,,2653,
13695529,Orphan,,Others-orphan,,34618,
200011293,,,,,1740,
200003081,,,,,4470,
13819990,,,,,76800,
13723880,Roughly traced,,PAM-11-A,PAM-11,25948996,
13886048,0.5assign,,,,6802,
13880471,,,,,725,
14163364,,,,,2848,
14049058,,,,,47964,
14159950,,,,,1557,
14194331,,,,,9368,
14210930,,,,,1031,
13657362,,,,,3209,
13656707,,,,,3494,
13760691,,,,,2245,
13822891,,,,,5151,
14044249,,,,,1672,
200014420,,,,,764,
14013830,,,,,1052,
13912200,Roughly traced,,Irrelevant,,13131711,
14165796,,,,,5666,
14141160,,,,,5,
14102201,,,,,5983,
14099070,,,,,12364,
14093821,,,,,21113,
13660606,,,,,2358,
13708227,,,,,2748,
13708297,Orphan,,Others-orphan,,43851,
14650810,Roughly traced,,Irrelevant,,1256566,
13953791,,,,,18114,
14018469,,,,,1151,
13989727,,,,,7,
14019988,,,,,4292,
14110610,,,,,6831,
14105735,,,,,7921,
14110011,,,,,967,
14104967,,,,,1643,
13662468,,,,,2183,
13661680,,,,,2599,
13661799,,,,,1578,
13663678,,,,,2952,
13663020,,,,,1113,
13837032,,,,,3296,
13713890,,,,,26479,
13967971,Orphan,,Others-orphan,,32696,
13966869,,,,,30201,
13962503,,,,,3018,
14058518,,,,,12496,
14114544,,,,,810,
14114427,,,,,2706,
14176703,,,,,1867,
13665132,,,,,702,
13719191,,,,,3031,
13719714,Roughly traced,,PAM-11-B,PAM-11,7792094,
13780635,,,,,1286,
13913005,,,,,1495,
13969588,,,,,826,
13911955,Roughly traced,,PAM-11-H,PAM-11,12300601,
14062897,,,,,6102,
14065071,Orphan,,Others-orphan,,10590,
14180416,,,,,62683,
13669528,,,,,879,
13669702,,,,,636,
13670319,,,,,2591,
13917121,,,,,5232,
13976919,,,,,1873,
13985691,Roughly traced,,PAM-11-G,PAM-11,18734707,
13297351,Roughly traced,,Others,,1851823,
13977347,,,,,1875,
13907859,Orphan,,Others-orphan,,63669,
14036862,,,,,3405,
14130017,,,,,1527,
14127577,,,,,2270,
14186638,,,,,15158,
14186639,,,,,1309,
106159584,,,,,2728,
106159588,,,,,1331,
14187193,,,,,1969,
13671700,,,,,3923,
14345666,Orphan,,Others-orphan,,25263,
13730813,,,,,18537,
13799798,,,,,23788,
14522816,,,,,6912,
14726165,,,,,308,
13920148,,,,,4517,
14768525,,,,,1379,
13987640,,,,,2431,
14841584,,,,,4410,
14188191,,,,,5174,
14188582,,,,,1139,
14846711,Orphan,,Others-orphan,,55756,
14842263,,,,,1995,
14841360,,,,,353,
14136434,,,,,3273,
14137523,,,,,1707,
14188743,,,,,5561,
14137568,,,,,1944,
14068164,,,,,21740,
14729350,,,,,986007,
14071125,,,,,10992,
200014426,,,,,165,
14423238,,,,,4704,
14291806,,,,,1030,
14353553,,,,,5066,
14423425,,,,,1282,
14301234,Roughly traced,,PAM-11-E,PAM-11,17785809,
200001789,,,,,1334,
200001732,,,,,4089,
14589054,,,,,3006,
14592687,,,,,2278,
14590445,Orphan,,Others-orphan,,22718,
200001894,,,,,21630328,
14717128,,,,,9,
200002079,,,,,463,
14524907,,,,,126271,
14771791,,,,,3717,
